id,nombre,cedula,ciudad,categoria,testimonio
201,Estiven González Valencia,249564027,Santa Marta,Reclutamiento de menores,"Mi nombre es Juan, y crecí en un pequeño pueblo en el corazón de Colombia. Cuando tenía apenas 14 años, mi vida cambió de manera abrupta. Recuerdo que una tarde, mientras jugaba fútbol con mis amigos, llegaron hombres armados al pueblo. Nos ofrecieron dinero y promesas de una vida mejor si nos uníamos a ellos. Al principio, me resistí, pero el miedo y la presión fueron demasiado.

Durante los meses que estuve con ellos, perdí mi infancia. Me vi obligado a participar en actividades que un niño nunca debería conocer. Cada día era una lucha por mantener mi humanidad y aferrarme a la esperanza de un futuro diferente. Afortunadamente, gracias a una operación de rescate,"
202,Elena Ortiz,8287212707,Bucaramanga,Violencia intrafamiliar,"Testimonio de Ana:

""Mi nombre es Ana y crecí en una pequeña aldea en el corazón de Colombia, donde el conflicto armado era parte de nuestra vida cotidiana. Aunque el ruido de las balas y las explosiones era constante, el verdadero terror para mí se vivía dentro de las paredes de mi hogar.

Mi padre, un hombre que había perdido mucho por la guerra, descargaba su frustración y miedo en nosotros. Mi madre, mis hermanos y yo éramos sus desahogos. Las amenazas y golpes eran frecuentes, y el eco de sus gritos aún resuena en mi memoria. No había escapatoria, ni siquiera cuando las fuerzas armadas o las guerrillas pasaban cerca; el miedo en casa era"
203,Pedro González,4599690529,Manizales,Violencia sexual,"Mi nombre es Ana y quiero compartir mi historia para dar voz a quienes, como yo, han sufrido en silencio. Durante años, viví en una pequeña vereda en el departamento de Antioquia, donde el conflicto armado formaba parte de nuestra vida cotidiana. Un día, mientras iba al río, me encontré con un grupo armado que me arrebató mi dignidad y mi paz. Ese acto de violencia no solo me marcó a mí, sino que dejó cicatrices profundas en mi comunidad.

Desde entonces, he trabajado arduamente para reconstruir mi vida. He encontrado fortaleza en el apoyo de otras mujeres que han pasado por lo mismo y en organizaciones que luchan por nuestros derechos. Aunque el camino hacia la sanación es largo,"
204,Esperanza Dina Castro Márquez,7762256659,Barranquilla,Minas antipersona,"Mi nombre es Juan, y vengo de una pequeña vereda en el departamento de Antioquia. Hace unos años, mientras caminaba por un sendero que conocía de toda la vida, mi mundo cambió para siempre. Pisé una mina antipersona escondida bajo la tierra. En un instante, perdí una pierna y con ella, una parte de mi independencia.

La explosión no solo me dejó una cicatriz física, sino también un profundo temor por la seguridad de mi familia y mi comunidad. Muchos de nosotros dependemos de la tierra para vivir, y ahora tenemos miedo de caminar por nuestros propios campos. Sin embargo, a pesar de las dificultades, he encontrado fortaleza en la solidaridad de mis vecinos y el apoyo de"
205,Fernando Marco Valderrama,451550447,Pereira,Desaparición forzada,"Mi nombre es María Gómez y soy hermana de Javier, quien desapareció hace diez años en medio del conflicto colombiano. La última vez que lo vi, me prometió que regresaría pronto a casa después de ir a trabajar a su parcela en el campo. Pero ese día nunca llegó. Preguntamos a las autoridades, a los vecinos, a quien pudiera darnos alguna pista, pero solo encontramos silencio o miedo.

Javier era una persona alegre y trabajadora, siempre dispuesto a ayudar a los demás. Desde su desaparición, mi familia ha vivido en una constante incertidumbre, sin poder cerrar esta herida que nos ha marcado profundamente. La ausencia de Javier ha dejado un vacío enorme en nuestras vidas y nos ha empujado a buscar respuestas y"
206,Carlos Ceballos Flórez,3863362238,Pasto,Minas antipersona,"Mi nombre es Juan Carlos, y crecí en una pequeña aldea en el campo colombiano. Recuerdo el día en que mi vida cambió para siempre. Tenía 12 años y estaba caminando por un sendero que había recorrido cientos de veces. De repente, un estallido ensordecedor me lanzó al suelo. No entendía lo que había pasado hasta que el dolor me envolvió y vi la preocupación en los rostros de mis vecinos que corrían hacia mí.

El hospital más cercano estaba a horas de distancia, y el viaje fue una agonía eterna. Perdí una pierna aquel día debido a una mina antipersona, una de las tantas que aún acechan nuestros caminos. La recuperación fue dura, no"
207,Gladys Perdomo León,3962590071,Cali,Desaparición forzada,"Título: Un Amanecer Sin Retorno

Mi nombre es María, y quiero compartir la historia de mi hermano, Andrés, quien desapareció hace tres años en medio del conflicto que ha marcado a nuestra querida Colombia. Esa mañana él salió temprano, como siempre lo hacía, con su sonrisa cálida, prometiendo regresar para la cena. Pero esa promesa quedó rota, suspendida en el aire.

Andrés era un joven lleno de sueños, comprometido con su comunidad. Creía fervientemente que el diálogo y la paz eran el camino para sanar nuestras heridas. Sin embargo, su voz, al igual que tantas otras, fue silenciada por aquellos que ven en la violencia una respuesta.

La desaparición de Andrés dejó un vacío imposible de llenar,"
208,Jesús Monsalve Mendoza,8217026679,Ibagué,Reclutamiento de menores,"Mi nombre es Daniel, y crecí en una pequeña aldea en el corazón de Colombia. Tenía apenas 13 años cuando un grupo armado llegó a nuestra comunidad. Recuerdo el miedo en los ojos de mis padres cuando insistían en que me escondiera. Pero no fue suficiente. Una tarde, mientras regresaba de la escuela, me interceptaron y me llevaron con ellos.

Los días que siguieron fueron los más duros de mi vida. Nos enseñaron a usar armas y a sobrevivir en la selva, pero en realidad, lo que nos quitaron fue nuestra infancia y nuestra libertad. Nunca olvidaré a mis amigos, algunos más jóvenes que yo, que también fueron forzados a unirse. Cada noche, soñaba"
209,María Tulia Cardona,6126727198,Medellín,Desaparición forzada,"Testimonio de Ana María:

""Mi hermano Juan era un joven lleno de sueños y esperanzas para nuestro pueblo. Siempre estaba dispuesto a ayudar a los demás, organizando actividades comunitarias y apoyando a quienes más lo necesitaban. Un día, simplemente no regresó a casa. No sabíamos a quién recurrir ni qué hacer, pues el miedo y la desconfianza nos rodeaban. Nos dijeron que había sido llevado por hombres armados, pero nadie sabía quiénes eran ni por qué lo habían tomado.

La incertidumbre ha sido un tormento constante para nuestra familia. Cada día nos despertamos con la esperanza de recibir alguna noticia, de encontrar alguna pista que nos lleve a él. Pero el silencio es ensordecedor."
210,María Diana Gómez,1032422076,Cartagena,Desaparición forzada,"Título: La Esperanza Persistente

Mi nombre es Ana María, y hace cinco años que busco a mi hermano Juan, quien desapareció en medio del conflicto en nuestra querida Colombia. Era un día común cuando recibimos la noticia de que había sido visto por última vez en un retén a las afueras del pueblo. Desde entonces, nuestras vidas cambiaron para siempre.

Juan era un joven lleno de sueños y esperanzas, comprometido con su comunidad y siempre dispuesto a ayudar a los demás. Su desaparición dejó un vacío inmenso en nuestras vidas, pero también nos impulsó a unirnos y buscar justicia. Mi familia y yo hemos recorrido incontables oficinas, organizaciones y autoridades, siempre con la esperanza de encontrar respuestas, aunque el"
211,Ignacio Ortega,9500146402,Montería,Amenazas,"Soy María, una campesina de un pequeño pueblo en el sur de Colombia. Mi vida cambió drásticamente cuando las amenazas comenzaron a llegar. Recuerdo la primera vez que vi el papel deslizado por debajo de mi puerta, con palabras que me helaron la sangre. Decían que si no abandonaba mis tierras, mi familia sufriría las consecuencias. 

Estas amenazas parecían venir de la nada, pero todos sabíamos quiénes eran. Los grupos armados en la región querían nuestras tierras para sus propios fines. Desde entonces, el miedo se convirtió en una constante en nuestras vidas. Mis hijos dejaron de ir a la escuela, y mi esposo y yo comenzamos a turnarnos para vigilar la casa por las noches.

Dec"
212,María Mary Reyes Torres,3863140708,Santa Marta,Reclutamiento de menores,"Mi nombre es Laura, y crecí en una pequeña vereda en el corazón de Colombia. Desde temprana edad, mis días estaban llenos de risas y juegos con mis amigos, hasta que el conflicto llegó a nuestro hogar. Tenía apenas 13 años cuando un grupo armado llegó a nuestro pueblo. Nunca olvidaré el miedo que sentí cuando nos dijeron que necesitaban ""jóvenes valientes"" para unirse a su causa.

Mi hermano mayor, Juan, fue uno de los primeros en ser reclutado. Era solo un niño, pero en sus ojos vi un cambio, una madurez forzada por la violencia que nos rodeaba. A menudo nos preguntábamos cuándo sería mi turno. El reclutamiento no solo nos rob"
213,David Ramos,8570619912,Villavicencio,Violencia intrafamiliar,"Mi nombre es Elena y crecí en una pequeña aldea en el corazón de Colombia, donde el conflicto armado era parte de nuestra cotidianidad. Desde muy joven, la violencia no solo se vivía en las calles, sino también dentro de mi hogar. Mi padre, afectado por el estrés constante de vivir en una zona de conflicto, descargaba su frustración y miedo sobre nosotros.

Recuerdo noches en las que el sonido de los disparos se mezclaba con los gritos dentro de nuestra casa. Mi madre y yo éramos las principales víctimas de su ira. La sensación de inseguridad era abrumadora, tanto fuera como dentro de nuestro hogar. Sin embargo, a pesar del miedo, siempre encontré en mi madre un ejemplo"
214,Amparo Inés Duarte,6050022400,Pasto,Minas antipersona,"Mi nombre es Ana y vengo de una pequeña aldea en el Cauca, Colombia. Hace unos años, un día que parecía como cualquier otro, mi vida cambió para siempre. Estaba caminando con mi hermano menor por un sendero que solíamos tomar para ir a la escuela cuando de repente una explosión nos sacudió. Mi hermano, que iba unos pasos adelante, había pisado una mina antipersona.

Aún recuerdo la confusión y el miedo que sentí mientras trataba de ayudarlo. La explosión dejó a mi hermano con heridas que le cambiaron la vida y a mí con cicatrices en el alma. Desde entonces, nuestra comunidad vive con el temor constante de que haya más minas enterradas,"
215,Sandra Luisa Palacios Cardona,6908350523,Ibagué,Desaparición forzada,"Mi nombre es Ana María, y quiero compartir la historia de mi hermano, Juan, quien desapareció hace más de diez años en medio del conflicto colombiano. Juan era el corazón de nuestra familia, siempre lleno de sueños y esperanzas para un futuro mejor. Una mañana, salió de casa para ir a trabajar y nunca más regresó. Recibimos rumores de que había sido detenido por un grupo armado, pero nunca pudimos confirmar su paradero.

La incertidumbre ha sido una carga insoportable para nuestra familia. Pasamos días, meses y años esperando noticias, aferrándonos a la esperanza de que algún día volvería. Sin embargo, con el tiempo, esa esperanza se ha transformado en un profundo anhelo de justicia y verdad.

H"
216,Consuelo Ortiz Barrera,9827109922,Bucaramanga,Desaparición forzada,"Soy María, y vengo de una pequeña comunidad en las montañas de Colombia. Hace cinco años, mi hermano Juan desapareció sin dejar rastro. Era un joven lleno de sueños, siempre dispuesto a ayudar a los demás. Un día salió a trabajar y nunca regresó. Las autoridades nos dieron respuestas vacías y el temor silenció a muchos en nuestro pueblo. Vivimos con la incertidumbre y el dolor de no saber qué le pasó, pero también con la esperanza de que algún día la verdad salga a la luz. Mi familia y yo seguimos luchando por justicia, no solo por Juan, sino por todas las familias que comparten nuestro sufrimiento. La desaparición forzada nos robó un ser querido, pero no nos quitará"
217,Luis Rentería Vásquez,9770474510,Santa Marta,Reclutamiento de menores,"Mi nombre es Juan, y crecí en un pequeño pueblo en el corazón de Colombia. Tenía solo 14 años cuando la guerra llegó a mi puerta. Recuerdo que mis días estaban llenos de risas y juegos, hasta que un grupo armado entró en nuestra comunidad. Nos prometieron un propósito, una causa por la cual luchar, pero en realidad nos quitaron nuestra infancia.

Fuimos muchos los jóvenes reclutados a la fuerza, arrancados de nuestros hogares y familias. Nos entrenaron para pelear en una guerra que no entendíamos, nos obligaron a hacer cosas que jamás habríamos imaginado. La vida en el campamento era dura, llena de miedo y obediencia ciega. Siempre añoré regresar"
